Student Name,Phone Number,Email ID,Admission Type,Courses Taken,Tenth YOP,Tenth Percentage,Twelth YOP,Twelth Percentage,Degree Yop,Degree Stream,Degree Percentage,Masters Degree YOP,Masters Degree Stream,Masters Degree Percentage,Course_Enrollment_Date
Stud_11029,8711749771,Stud_11029@gmail.com,PAID,Python Data Analytics,2020,72.15,2022,83.86,2025,Bcom,89.52,2027,MTech,84.0,2026-10-21
Stud_11030,8188165747,Stud_11030@gmail.com,INC,Python Selenium,2019,63.54,2021,82.59,2024,BBA,94.02,2026,MCA,80.0,2026-06-22
Stud_11031,8238959583,Stud_11031@gmail.com,PAID,Python FullStack Development,2017,72.66,2019,72.31,2022,Bcom,79.7,2024,MCA,39.0,2024-12-16
Stud_11032,9113721242,Stud_11032@gmail.com,INC,Python Selenium,2017,74.7,2019,85.21,2022,BCA,64.18,0,,,2022-01-25
Stud_11033,6510612248,Stud_11033@gmail.com,INC,Python Data Science,2019,64.07,2021,98.19,2025,BE,90.34,2027,ME,80.0,2026-10-25
Stud_11034,6169870267,Stud_11034@gmail.com,INC,Python FullStack Development,2019,81.86,2021,91.82,2025,BE,73.48,2027,MTech,78.0,2026-06-10
Stud_11035,6324226091,Stud_11035@gmail.com,PAID,Python FullStack Development,2020,94.34,2022,88.88,2025,BCA,81.33,2027,MTech,54.0,2026-10-21
Stud_11036,6207007711,Stud_11036@gmail.com,INC,Python FullStack Development,2018,76.38,2020,64.68,2023,BCA,97.98,2025,MTech,83.0,2025-03-01
Stud_11037,9836721268,Stud_11037@gmail.com,PAID,Python Data Analytics,2020,63.47,2022,66.66,2025,BCA,85.05,0,,,2025-08-25
Stud_11038,7991289134,Stud_11038@gmail.com,PAID,Python Data Science,2018,65.89,2020,91.0,2023,Bsc,87.23,2025,ME,50.0,2025-08-15
Stud_11039,6863079032,Stud_11039@gmail.com,INC,Python FullStack Development,2019,74.87,2021,81.7,2024,BBA,98.83,2026,MCA,73.0,2026-12-09
Stud_11040,6234884988,Stud_11040@gmail.com,INC,Python Data Analytics,2018,61.73,2020,92.36,2024,BE,68.5,2026,MCA,52.0,2026-08-11
Stud_11041,7789177146,Stud_11041@gmail.com,INC,Python Selenium,2020,71.95,2022,71.31,2025,Bsc,91.67,2027,MCA,51.0,2026-07-24
Stud_11042,9283206691,Stud_11042@gmail.com,INC,Python FullStack Development,2017,81.4,2019,86.52,2022,Bsc,89.03,2024,MTech,73.0,2024-06-22
Stud_11043,8216838843,Stud_11043@gmail.com,INC,Python Selenium,2017,67.09,2019,66.92,2022,Bsc,60.89,2024,MCA,39.0,2024-12-28
Stud_11044,8322518810,Stud_11044@gmail.com,PAID,Python FullStack Development,2018,69.2,2020,81.73,2023,Bcom,90.65,2025,ME,70.0,2025-08-22
Stud_11045,9204172604,Stud_11045@gmail.com,PAID,Python FullStack Development,2017,60.88,2019,76.91,2023,BE,77.19,0,,,2023-09-01
Stud_11046,7860533601,Stud_11046@gmail.com,INC,Python Data Analytics,2020,90.88,2022,67.7,2026,BE,94.54,2028,MTech,35.0,2026-04-18
Stud_11047,8149564010,Stud_11047@gmail.com,PAID,Python Selenium,2018,75.43,2020,64.76,2023,BCA,63.86,2025,ME,70.0,2025-05-18
Stud_11048,6405182348,Stud_11048@gmail.com,INC,Python FullStack Development,2020,79.6,2022,85.56,2025,BCA,90.53,2027,MTech,42.0,2026-02-12
Stud_11049,9328959471,Stud_11049@gmail.com,PAID,Python Data Analytics,2020,75.67,2022,82.59,2025,BBA,69.11,0,,,2025-10-11
Stud_11050,8198843539,Stud_11050@gmail.com,INC,Python FullStack Development,2017,95.53,2019,96.7,2022,Bsc,88.21,2024,MTech,55.0,2024-08-04
Stud_11051,8682035310,Stud_11051@gmail.com,PAID,Python Selenium,2018,75.49,2020,86.44,2023,Bcom,79.3,2025,MTech,71.0,2025-02-10
Stud_11052,9153219668,Stud_11052@gmail.com,PAID,Python Data Science,2020,96.3,2022,95.59,2025,BBA,61.89,2027,MTech,73.0,2026-02-16
Stud_11053,6406452044,Stud_11053@gmail.com,INC,Python FullStack Development,2020,85.14,2022,91.08,2025,Bcom,62.56,2027,ME,44.0,2026-06-08
Stud_11054,8177353120,Stud_11054@gmail.com,PAID,Python Selenium,2018,88.42,2020,96.92,2023,Bsc,82.45,2025,MCA,45.0,2025-07-24
Stud_11055,6652463188,Stud_11055@gmail.com,PAID,Python FullStack Development,2017,68.11,2019,79.69,2022,BCA,80.12,0,,,2022-05-14
Stud_11056,8307028318,Stud_11056@gmail.com,INC,Python FullStack Development,2020,98.34,2022,74.45,2026,BE,82.04,2028,ME,77.0,2026-02-13
Stud_11057,6888767410,Stud_11057@gmail.com,INC,Python Data Analytics,2020,96.16,2022,96.4,2026,BTech,92.76,2028,ME,40.0,2026-07-15
Stud_11058,6018419997,Stud_11058@gmail.com,INC,Python Selenium,2019,64.5,2021,95.88,2024,Bsc,90.54,2026,MTech,37.0,2026-08-23
Stud_11059,6608323344,Stud_11059@gmail.com,INC,Python Selenium,2020,61.89,2022,72.88,2025,BBA,71.98,2027,MTech,98.0,2026-06-02
Stud_11060,6165063129,Stud_11060@gmail.com,PAID,Python FullStack Development,2019,82.01,2021,91.78,2024,BBA,92.8,2026,MCA,58.0,2026-06-22
Stud_11061,6562234553,Stud_11061@gmail.com,INC,Python Data Science,2020,94.49,2022,78.13,2026,BTech,71.23,0,,,2026-06-10
Stud_11062,9849590297,Stud_11062@gmail.com,PAID,Python Selenium,2019,64.64,2021,60.56,2024,BBA,90.23,2026,ME,85.0,2026-07-27
Stud_11063,9945476436,Stud_11063@gmail.com,PAID,Python Data Science,2020,92.82,2022,72.55,2026,BTech,61.2,0,,,2026-01-01
Stud_11064,9205094168,Stud_11064@gmail.com,PAID,Python Selenium,2017,69.05,2019,96.87,2023,BTech,78.74,0,,,2023-02-25
Stud_11065,7362023705,Stud_11065@gmail.com,INC,Python Data Science,2018,90.89,2020,82.06,2023,Bsc,81.19,2025,MTech,61.0,2025-10-15
Stud_11066,6593702835,Stud_11066@gmail.com,PAID,Python Data Science,2019,79.95,2021,75.11,2024,BBA,95.56,2026,MCA,54.0,2026-04-19
Stud_11067,7950266564,Stud_11067@gmail.com,PAID,Python Data Analytics,2019,91.46,2021,95.03,2024,Bsc,97.27,0,,,2024-06-27
Stud_11068,8214652431,Stud_11068@gmail.com,INC,Python FullStack Development,2020,81.2,2022,64.2,2025,Bcom,98.8,2027,MTech,67.0,2026-03-02
Stud_11069,8777051057,Stud_11069@gmail.com,PAID,Python Data Science,2019,84.41,2021,87.18,2024,BBA,61.1,0,,,2024-03-03
Stud_11070,6546908649,Stud_11070@gmail.com,INC,Python Data Science,2019,91.49,2021,76.24,2025,BE,73.58,0,,,2025-05-28
Stud_11071,8468231564,Stud_11071@gmail.com,INC,Python Data Analytics,2019,67.8,2021,94.62,2025,BTech,92.24,2027,MTech,66.0,2026-08-14
Stud_11072,7961516644,Stud_11072@gmail.com,INC,Python Selenium,2018,69.24,2020,67.55,2023,BCA,71.37,2025,MTech,49.0,2025-07-12
Stud_11073,9440165353,Stud_11073@gmail.com,PAID,Python Data Analytics,2020,82.13,2022,81.83,2026,BTech,84.61,2028,MCA,77.0,2026-03-15
Stud_11074,6298553183,Stud_11074@gmail.com,PAID,Python Data Analytics,2020,97.01,2022,90.29,2025,Bcom,94.95,2027,MTech,74.0,2026-09-18
Stud_11075,7979988591,Stud_11075@gmail.com,PAID,Python Data Science,2017,67.62,2019,65.98,2022,Bsc,75.02,2024,ME,72.0,2024-10-08
Stud_11076,7336760099,Stud_11076@gmail.com,INC,Python Data Analytics,2018,77.01,2020,68.73,2023,BBA,97.86,2025,MTech,96.0,2025-06-25
Stud_11077,6679225977,Stud_11077@gmail.com,PAID,Python FullStack Development,2017,88.02,2019,81.11,2023,BE,88.94,2025,ME,40.0,2025-03-06
Stud_11078,9397319851,Stud_11078@gmail.com,INC,Python Selenium,2020,96.89,2022,77.11,2025,Bsc,97.02,2027,ME,68.0,2026-10-06
Stud_11079,7677946493,Stud_11079@gmail.com,PAID,Python Selenium,2017,81.48,2019,64.05,2022,BCA,87.86,0,,,2022-06-01
Stud_11080,6985535514,Stud_11080@gmail.com,PAID,Python Selenium,2019,77.86,2021,60.87,2024,Bsc,92.83,2026,ME,81.0,2026-12-19
Stud_11081,8015647262,Stud_11081@gmail.com,INC,Python Selenium,2017,82.6,2019,83.96,2023,BE,73.71,2025,MTech,44.0,2025-02-16
Stud_11082,6014202766,Stud_11082@gmail.com,INC,Python Data Analytics,2017,64.92,2019,92.55,2023,BE,75.69,2025,MCA,60.0,2025-06-07
Stud_11083,7766156600,Stud_11083@gmail.com,INC,Python Data Analytics,2017,83.43,2019,77.61,2022,Bsc,97.48,2024,MCA,44.0,2024-08-13
Stud_11084,7819330230,Stud_11084@gmail.com,INC,Python Selenium,2019,89.81,2021,67.83,2024,BCA,95.72,2026,ME,88.0,2026-03-12
Stud_11085,7474721677,Stud_11085@gmail.com,INC,Python Data Analytics,2018,95.83,2020,86.17,2023,BCA,69.5,2025,MCA,65.0,2025-03-26
Stud_11086,6688687815,Stud_11086@gmail.com,PAID,Python Selenium,2018,68.84,2020,89.52,2023,Bcom,88.63,0,,,2023-05-03
Stud_11087,8038829473,Stud_11087@gmail.com,PAID,Python Selenium,2017,79.57,2019,89.83,2022,BBA,75.89,2024,MCA,84.0,2024-09-13
Stud_11088,9508866239,Stud_11088@gmail.com,PAID,Python FullStack Development,2020,86.95,2022,62.93,2025,BBA,74.89,2027,MCA,68.0,2026-08-08
Stud_11089,7891394548,Stud_11089@gmail.com,PAID,Python Data Science,2017,78.33,2019,84.06,2022,BBA,75.44,0,,,2022-06-24
Stud_11090,6442761195,Stud_11090@gmail.com,PAID,Python FullStack Development,2019,60.71,2021,67.69,2024,BCA,95.49,0,,,2024-04-25
Stud_11091,8059643116,Stud_11091@gmail.com,PAID,Python Selenium,2019,89.26,2021,76.57,2024,Bcom,93.64,0,,,2024-10-07
Stud_11092,7288443328,Stud_11092@gmail.com,INC,Python Data Science,2019,80.05,2021,90.68,2024,BBA,74.2,2026,ME,52.0,2026-05-21
Stud_11093,8143672312,Stud_11093@gmail.com,INC,Python FullStack Development,2019,61.73,2021,72.61,2025,BTech,96.24,0,,,2025-10-07
Stud_11094,8114874994,Stud_11094@gmail.com,PAID,Python FullStack Development,2018,64.03,2020,66.55,2023,Bcom,92.89,0,,,2023-01-09
Stud_11095,7591706625,Stud_11095@gmail.com,INC,Python Data Analytics,2019,71.46,2021,87.61,2025,BTech,96.79,2027,MCA,80.0,2026-09-28
Stud_11096,9357583561,Stud_11096@gmail.com,PAID,Python Data Analytics,2020,80.51,2022,80.97,2026,BE,90.14,2028,ME,94.0,2026-09-12
Stud_11097,6221763655,Stud_11097@gmail.com,PAID,Python FullStack Development,2018,89.52,2020,86.82,2024,BE,71.56,2026,ME,56.0,2026-12-23
Stud_11098,9794300193,Stud_11098@gmail.com,PAID,Python Data Science,2020,71.97,2022,68.13,2025,Bsc,96.68,2027,MCA,97.0,2026-05-20
Stud_11099,8689149280,Stud_11099@gmail.com,INC,Python FullStack Development,2017,75.4,2019,73.07,2023,BTech,60.04,2025,MTech,67.0,2025-04-26
Stud_11100,7009190962,Stud_11100@gmail.com,INC,Python Data Science,2020,86.07,2022,94.23,2025,BBA,82.52,2027,MTech,59.0,2026-10-05
Stud_11101,9013472551,Stud_11101@gmail.com,INC,Python Data Analytics,2019,71.18,2021,71.56,2024,BCA,91.46,0,,,2024-09-16
Stud_11102,7149964998,Stud_11102@gmail.com,PAID,Python Data Analytics,2019,78.04,2021,70.1,2025,BTech,97.18,2027,MTech,43.0,2026-10-06
Stud_11103,9012714789,Stud_11103@gmail.com,INC,Python FullStack Development,2019,78.81,2021,88.75,2025,BE,72.86,2027,MCA,84.0,2026-01-23
Stud_11104,6343836105,Stud_11104@gmail.com,INC,Python Selenium,2017,65.23,2019,69.46,2022,BBA,90.56,2024,MTech,36.0,2024-03-18
Stud_11105,7868379397,Stud_11105@gmail.com,PAID,Python Selenium,2020,78.65,2022,64.77,2025,Bcom,60.39,2027,MCA,87.0,2026-12-09
Stud_11106,8164809752,Stud_11106@gmail.com,INC,Python Data Science,2017,63.4,2019,61.57,2022,Bcom,73.11,0,,,2022-12-10
Stud_11107,8742988916,Stud_11107@gmail.com,PAID,Python Data Analytics,2017,95.83,2019,77.95,2022,Bsc,83.16,0,,,2022-08-25
Stud_11108,9171619527,Stud_11108@gmail.com,INC,Python FullStack Development,2020,87.72,2022,63.32,2025,BCA,79.14,0,,,2025-10-14
Stud_11109,7738354781,Stud_11109@gmail.com,PAID,Python FullStack Development,2019,65.32,2021,87.85,2024,BCA,79.4,2026,MTech,60.0,2026-12-27
Stud_11110,6307735553,Stud_11110@gmail.com,INC,Python FullStack Development,2018,98.04,2020,61.73,2023,Bcom,65.23,2025,MCA,48.0,2025-04-10
Stud_11111,7452871873,Stud_11111@gmail.com,PAID,Python Data Analytics,2019,93.44,2021,76.88,2025,BE,98.26,0,,,2025-11-22
Stud_11112,7500302337,Stud_11112@gmail.com,PAID,Python Selenium,2020,73.33,2022,79.58,2025,Bcom,82.17,0,,,2025-04-27
Stud_11113,8308019076,Stud_11113@gmail.com,INC,Python Data Science,2019,64.32,2021,97.33,2025,BTech,96.79,0,,,2025-11-23
Stud_11114,8037448580,Stud_11114@gmail.com,INC,Python Selenium,2018,81.76,2020,71.6,2023,Bcom,95.08,0,,,2023-11-20
Stud_11115,7914616759,Stud_11115@gmail.com,PAID,Python Selenium,2018,60.11,2020,97.89,2023,Bcom,71.2,2025,MCA,42.0,2025-06-15
Stud_11116,8055478244,Stud_11116@gmail.com,PAID,Python FullStack Development,2017,65.49,2019,69.33,2022,BCA,96.91,2024,MCA,75.0,2024-05-16
Stud_11117,6707679086,Stud_11117@gmail.com,INC,Python Selenium,2018,65.55,2020,60.81,2023,Bcom,75.85,0,,,2023-01-15
Stud_11118,7528119092,Stud_11118@gmail.com,INC,Python FullStack Development,2018,95.13,2020,72.02,2024,BE,68.71,2026,MCA,61.0,2026-01-04
Stud_11119,9768253751,Stud_11119@gmail.com,PAID,Python FullStack Development,2017,80.14,2019,93.95,2022,Bcom,85.24,0,,,2022-03-28
Stud_11120,7576401987,Stud_11120@gmail.com,PAID,Python Selenium,2019,65.27,2021,73.79,2024,Bcom,67.94,2026,MTech,85.0,2026-02-16
Stud_11121,6405299416,Stud_11121@gmail.com,PAID,Python Data Analytics,2017,70.49,2019,81.23,2023,BTech,65.82,0,,,2023-08-21
Stud_11122,7028773187,Stud_11122@gmail.com,PAID,Python FullStack Development,2020,77.55,2022,97.55,2025,BBA,77.45,2027,MCA,46.0,2026-10-03
Stud_11123,7380791214,Stud_11123@gmail.com,INC,Python Selenium,2018,61.23,2020,92.29,2024,BE,71.37,2026,MCA,38.0,2026-08-14
Stud_11124,8313840146,Stud_11124@gmail.com,INC,Python Data Analytics,2018,75.68,2020,74.42,2023,BCA,87.82,2025,ME,48.0,2025-01-04
Stud_11125,6002823958,Stud_11125@gmail.com,PAID,Python Data Analytics,2020,65.18,2022,83.47,2025,BCA,90.2,2027,MTech,55.0,2026-12-13
Stud_11126,6371865861,Stud_11126@gmail.com,INC,Python Data Analytics,2020,64.88,2022,67.94,2025,Bcom,72.49,2027,ME,58.0,2026-01-10
Stud_11127,8458852329,Stud_11127@gmail.com,PAID,Python Selenium,2020,66.06,2022,87.73,2025,BBA,88.97,2027,MTech,83.0,2026-01-15
Stud_11128,9429144646,Stud_11128@gmail.com,PAID,Python FullStack Development,2020,93.41,2022,65.16,2025,Bsc,88.09,2027,MCA,84.0,2026-09-21
Stud_11129,7366732189,Stud_11129@gmail.com,PAID,Python Data Analytics,2018,66.88,2020,87.46,2023,BBA,67.85,2025,MCA,53.0,2025-08-10
Stud_11130,7424010587,Stud_11130@gmail.com,INC,Python Data Analytics,2018,94.96,2020,62.78,2023,Bsc,63.86,2025,MTech,49.0,2025-09-13
Stud_11131,7913678137,Stud_11131@gmail.com,INC,Python Data Analytics,2020,91.3,2022,88.31,2025,BCA,82.44,2027,MCA,74.0,2026-09-14
Stud_11132,9036494573,Stud_11132@gmail.com,INC,Python FullStack Development,2020,65.27,2022,78.38,2026,BE,62.53,0,,,2026-08-04
Stud_11133,7161722593,Stud_11133@gmail.com,PAID,Python FullStack Development,2018,78.24,2020,64.47,2023,BCA,64.21,2025,ME,40.0,2025-07-24
Stud_11134,7215445083,Stud_11134@gmail.com,PAID,Python Selenium,2018,95.14,2020,82.18,2023,BCA,92.47,0,,,2023-12-02
Stud_11135,8615240676,Stud_11135@gmail.com,INC,Python Data Science,2020,94.44,2022,86.23,2026,BE,97.03,0,,,2026-03-22
Stud_11136,6142386193,Stud_11136@gmail.com,PAID,Python Data Science,2019,86.0,2021,96.95,2024,BCA,68.47,0,,,2024-01-19
Stud_11137,6156333590,Stud_11137@gmail.com,PAID,Python Data Science,2018,69.65,2020,80.43,2023,Bcom,84.71,2025,MCA,35.0,2025-03-17
Stud_11138,8655172150,Stud_11138@gmail.com,INC,Python Selenium,2017,88.82,2019,95.32,2022,BCA,92.16,0,,,2022-07-27
Stud_11139,8703314174,Stud_11139@gmail.com,INC,Python FullStack Development,2020,96.82,2022,76.37,2026,BE,73.11,2028,ME,85.0,2026-04-28
Stud_11140,6375092073,Stud_11140@gmail.com,INC,Python Data Analytics,2019,71.78,2021,67.98,2024,Bsc,98.96,2026,MCA,84.0,2026-04-26
Stud_11141,8232259686,Stud_11141@gmail.com,INC,Python FullStack Development,2020,78.72,2022,97.58,2025,Bsc,95.19,2027,MTech,77.0,2026-12-24
Stud_11142,6784229966,Stud_11142@gmail.com,INC,Python Data Analytics,2017,68.55,2019,78.16,2022,BBA,93.06,2024,ME,43.0,2024-11-21
Stud_11143,6382799675,Stud_11143@gmail.com,PAID,Python Data Science,2020,71.58,2022,82.81,2026,BTech,75.82,2028,MCA,89.0,2026-09-12
Stud_11144,6223881022,Stud_11144@gmail.com,INC,Python Data Analytics,2018,75.2,2020,60.7,2023,BCA,67.5,2025,ME,55.0,2025-08-01
Stud_11145,8915654010,Stud_11145@gmail.com,PAID,Python Selenium,2019,64.55,2021,75.21,2024,BBA,74.71,2026,MCA,63.0,2026-03-09
Stud_11146,6317601692,Stud_11146@gmail.com,PAID,Python Data Science,2018,74.61,2020,77.65,2024,BTech,87.09,2026,MTech,36.0,2026-10-28
Stud_11147,8206092752,Stud_11147@gmail.com,INC,Python Data Analytics,2018,74.48,2020,93.76,2023,Bcom,88.92,2025,MTech,92.0,2025-10-16
Stud_11148,8077722716,Stud_11148@gmail.com,PAID,Python FullStack Development,2017,72.06,2019,63.0,2023,BE,71.23,0,,,2023-03-06
Stud_11149,8931960908,Stud_11149@gmail.com,PAID,Python FullStack Development,2018,78.93,2020,91.81,2023,Bsc,70.67,2025,ME,72.0,2025-04-03
Stud_11150,7393517367,Stud_11150@gmail.com,INC,Python FullStack Development,2017,85.69,2019,92.31,2023,BE,80.91,2025,MTech,53.0,2025-01-14
Stud_11151,8876218777,Stud_11151@gmail.com,INC,Python Data Analytics,2017,70.56,2019,90.4,2022,Bcom,88.14,2024,MCA,42.0,2024-05-11
Stud_11152,8958887384,Stud_11152@gmail.com,INC,Python Data Science,2017,65.63,2019,81.95,2023,BTech,64.53,2025,MTech,89.0,2025-11-09
Stud_11153,6765887398,Stud_11153@gmail.com,PAID,Python FullStack Development,2019,63.18,2021,95.37,2024,Bcom,69.03,2026,MCA,92.0,2026-10-17
Stud_11154,7147831337,Stud_11154@gmail.com,INC,Python Selenium,2020,64.09,2022,88.93,2025,Bsc,85.06,2027,ME,96.0,2026-04-19
Stud_11155,7623978336,Stud_11155@gmail.com,PAID,Python Selenium,2017,76.69,2019,82.27,2022,Bsc,79.7,2024,ME,44.0,2024-06-03
Stud_11156,9049725724,Stud_11156@gmail.com,INC,Python FullStack Development,2018,93.0,2020,81.56,2023,Bsc,76.5,0,,,2023-06-08
Stud_11157,8382502418,Stud_11157@gmail.com,INC,Python Selenium,2017,66.44,2019,73.52,2022,BBA,69.43,2024,MCA,49.0,2024-12-25
Stud_11158,9840830810,Stud_11158@gmail.com,PAID,Python Data Science,2020,93.02,2022,71.14,2025,BBA,65.19,2027,MCA,42.0,2026-03-26
Stud_11159,9556810407,Stud_11159@gmail.com,INC,Python Data Science,2020,97.23,2022,95.39,2025,BBA,89.31,2027,MCA,60.0,2026-08-19
Stud_11160,6534596582,Stud_11160@gmail.com,INC,Python FullStack Development,2020,76.64,2022,90.16,2025,BBA,97.51,2027,MCA,66.0,2026-07-13
Stud_11161,7166725427,Stud_11161@gmail.com,PAID,Python Data Analytics,2017,93.1,2019,62.36,2022,BBA,68.61,2024,MCA,47.0,2024-08-10
Stud_11162,7002849410,Stud_11162@gmail.com,INC,Python Data Science,2019,87.43,2021,71.65,2024,Bsc,82.94,2026,MTech,47.0,2026-04-16
Stud_11163,7742256232,Stud_11163@gmail.com,INC,Python FullStack Development,2020,96.53,2022,65.97,2025,BBA,95.13,2027,MTech,64.0,2026-09-22
Stud_11164,7883288455,Stud_11164@gmail.com,PAID,Python Selenium,2018,87.41,2020,76.0,2023,BBA,92.47,2025,MTech,83.0,2025-05-08
Stud_11165,6313247408,Stud_11165@gmail.com,INC,Python Selenium,2017,70.44,2019,69.37,2022,BCA,81.19,0,,,2022-03-14
Stud_11166,6504712366,Stud_11166@gmail.com,INC,Python FullStack Development,2017,69.79,2019,95.03,2022,BCA,87.9,2024,MTech,81.0,2024-03-04
Stud_11167,9112091355,Stud_11167@gmail.com,INC,Python Data Analytics,2017,87.81,2019,65.45,2022,BBA,78.52,2024,ME,49.0,2024-04-14
Stud_11168,9008189710,Stud_11168@gmail.com,INC,Python Selenium,2017,60.93,2019,63.67,2023,BTech,76.85,2025,MTech,71.0,2025-02-19
Stud_11169,9574518484,Stud_11169@gmail.com,PAID,Python Data Analytics,2019,93.54,2021,79.39,2024,BCA,62.2,2026,MCA,78.0,2026-03-11
Stud_11170,9580579625,Stud_11170@gmail.com,INC,Python Selenium,2018,63.03,2020,75.17,2023,Bsc,76.98,2025,MCA,38.0,2025-07-27
Stud_11171,6287009123,Stud_11171@gmail.com,PAID,Python FullStack Development,2020,69.29,2022,71.19,2026,BTech,82.18,0,,,2026-01-06
Stud_11172,9793090338,Stud_11172@gmail.com,PAID,Python FullStack Development,2019,96.72,2021,74.81,2025,BE,78.94,0,,,2025-01-05
Stud_11173,9170804519,Stud_11173@gmail.com,PAID,Python Selenium,2020,92.92,2022,60.74,2025,BBA,79.01,2027,MCA,97.0,2026-07-10
Stud_11174,8596389322,Stud_11174@gmail.com,PAID,Python Data Analytics,2020,92.0,2022,62.3,2025,Bcom,96.06,2027,ME,72.0,2026-05-26
Stud_11175,9236902457,Stud_11175@gmail.com,PAID,Python Data Science,2019,72.22,2021,88.3,2024,BBA,74.56,0,,,2024-11-21
Stud_11176,7745847743,Stud_11176@gmail.com,PAID,Python Data Science,2017,96.7,2019,64.07,2022,BCA,94.21,2024,MCA,41.0,2024-04-11
Stud_11177,9988905370,Stud_11177@gmail.com,INC,Python Data Analytics,2019,66.99,2021,93.57,2025,BE,94.17,0,,,2025-11-25
Stud_11178,9244710848,Stud_11178@gmail.com,PAID,Python Data Analytics,2019,78.89,2021,96.91,2024,Bcom,68.97,2026,ME,46.0,2026-06-27
Stud_11179,9709863004,Stud_11179@gmail.com,PAID,Python Selenium,2017,64.47,2019,83.7,2023,BTech,63.64,0,,,2023-02-13
Stud_11180,8102275877,Stud_11180@gmail.com,INC,Python Data Science,2020,89.12,2022,74.23,2026,BTech,80.54,2028,MCA,54.0,2026-06-22
Stud_11181,6922302193,Stud_11181@gmail.com,INC,Python FullStack Development,2019,60.34,2021,63.76,2025,BE,91.13,2027,ME,91.0,2026-07-26
Stud_11182,7956033445,Stud_11182@gmail.com,PAID,Python Selenium,2019,92.41,2021,77.77,2024,BCA,70.45,2026,ME,48.0,2026-09-09
Stud_11183,8480810210,Stud_11183@gmail.com,PAID,Python Data Analytics,2018,84.5,2020,73.37,2023,Bcom,92.33,2025,MTech,79.0,2025-03-24
Stud_11184,8554692519,Stud_11184@gmail.com,INC,Python Data Analytics,2018,60.23,2020,77.91,2024,BTech,92.71,0,,,2024-04-12
Stud_11185,6187577805,Stud_11185@gmail.com,INC,Python Data Science,2018,77.55,2020,71.29,2023,BBA,92.37,2025,MCA,63.0,2025-03-25
Stud_11186,6059571824,Stud_11186@gmail.com,INC,Python Data Analytics,2017,90.5,2019,78.61,2022,Bsc,64.63,2024,MTech,38.0,2024-08-23
Stud_11187,6470769064,Stud_11187@gmail.com,INC,Python FullStack Development,2020,78.18,2022,94.84,2026,BE,72.4,2028,ME,87.0,2026-09-08
Stud_11188,7375634660,Stud_11188@gmail.com,PAID,Python FullStack Development,2018,87.46,2020,82.43,2023,Bsc,94.33,2025,MTech,48.0,2025-04-27
Stud_11189,6503693150,Stud_11189@gmail.com,INC,Python Selenium,2017,75.48,2019,98.53,2022,Bsc,77.52,2024,ME,90.0,2024-04-21
Stud_11190,6769353825,Stud_11190@gmail.com,PAID,Python Data Analytics,2020,79.47,2022,82.39,2025,BBA,91.95,2027,ME,91.0,2026-10-14
Stud_11191,9606447507,Stud_11191@gmail.com,PAID,Python Data Analytics,2020,91.21,2022,89.43,2026,BTech,92.18,2028,ME,41.0,2026-02-05
Stud_11192,9185357007,Stud_11192@gmail.com,PAID,Python Data Science,2017,61.52,2019,85.14,2023,BTech,86.88,0,,,2023-10-13
Stud_11193,9934619633,Stud_11193@gmail.com,PAID,Python Data Science,2018,82.77,2020,84.03,2023,BCA,74.58,2025,ME,82.0,2025-02-03
Stud_11194,7163629797,Stud_11194@gmail.com,INC,Python Data Science,2020,93.69,2022,84.25,2026,BE,65.3,0,,,2026-11-07
Stud_11195,6247381783,Stud_11195@gmail.com,INC,Python Data Analytics,2020,73.66,2022,86.9,2026,BE,72.41,2028,MTech,96.0,2026-02-20
Stud_11196,9906865567,Stud_11196@gmail.com,INC,Python Data Science,2018,71.11,2020,73.16,2023,BCA,70.6,2025,ME,65.0,2025-03-25
Stud_11197,9130316183,Stud_11197@gmail.com,PAID,Python Data Science,2019,75.3,2021,81.22,2024,BBA,98.3,2026,MCA,51.0,2026-07-14
Stud_11198,6068382571,Stud_11198@gmail.com,PAID,Python Data Analytics,2017,78.75,2019,94.29,2022,BCA,90.34,2024,MTech,41.0,2024-06-04
Stud_11199,6166134530,Stud_11199@gmail.com,INC,Python FullStack Development,2018,71.59,2020,62.93,2024,BTech,89.08,2026,MCA,71.0,2026-06-28
Stud_11200,6984970948,Stud_11200@gmail.com,INC,Python FullStack Development,2019,93.48,2021,61.22,2025,BE,95.7,2027,ME,35.0,2026-03-19
Stud_11201,6778595588,Stud_11201@gmail.com,PAID,Python Data Science,2019,65.31,2021,76.0,2024,BCA,89.19,0,,,2024-11-03
Stud_11202,8923649715,Stud_11202@gmail.com,PAID,Python Data Science,2020,90.76,2022,67.2,2025,Bcom,70.78,2027,MTech,91.0,2026-10-04
Stud_11203,8312096560,Stud_11203@gmail.com,INC,Python Selenium,2018,94.5,2020,63.36,2023,BBA,82.07,2025,MCA,36.0,2025-05-05
Stud_11204,6903121246,Stud_11204@gmail.com,INC,Python Data Science,2017,62.01,2019,94.13,2022,Bcom,66.1,2024,MCA,93.0,2024-07-08
Stud_11205,9715836752,Stud_11205@gmail.com,INC,Python Selenium,2017,69.08,2019,72.36,2022,BBA,92.02,2024,ME,88.0,2024-08-12
Stud_11206,7680641308,Stud_11206@gmail.com,PAID,Python Data Analytics,2017,75.99,2019,95.32,2022,Bsc,70.73,2024,MTech,38.0,2024-09-25
